Ensembl.Protein.ID	Cow.Ensembl.Protein.or.Transcript.ID	Chicken.Ensembl.Protein.or.Transcript.ID	Gorilla.Ensembl.Protein.or.Transcript.ID	Human.Ensembl.Protein.or.Transcript.ID	Macaque.Ensembl.Protein.or.Transcript.ID	Mouse.Ensembl.Protein.or.Transcript.ID	Rat.Ensembl.Protein.or.Transcript.ID	Xenopus.Ensembl.Protein.or.Transcript.ID
ENSPTRP00000051094	ENSBTAP00000011563	ENSGALP00000010182	ENSGGOP00000013658	ENSP00000373073	ENSMMUP00000005615	ENSMUSP00000040424	ENSRNOP00000032936	ENSXETP00000062019
ENSPTRP00000031239	ENSBTAP00000028640		ENSGGOP00000005267	ENSP00000360002	ENSMMUP00000051945			
ENSPTRP00000007239	ENSBTAP00000053428	ENSGALP00000058231	ENSGGOP00000008993	ENSP00000340913	ENSMMUP00000055143	ENSMUSP00000057965	ENSRNOP00000008905	ENSXETP00000012047
ENSPTRP00000059042	ENSBTAP00000032971	ENSGALP00000031383	ENSGGOP00000007291	ENSP00000331172	ENSMMUP00000042061	ENSMUSP00000070131	ENSRNOP00000009392	
ENSPTRP00000001670	ENSBTAP00000011514	ENSGALP00000009403	ENSGGOP00000026884	ENSP00000359295		ENSMUSP00000031190	ENSRNOP00000000080	ENSXETP00000061243
ENSPTRP00000045254	ENSBTAP00000022475	ENSGALP00000017104		ENSP00000451648	ENSMMUP00000047217	ENSMUSP00000129678	ENSRNOP00000060600	ENSXETP00000024226
ENSPTRP00000001672	ENSBTAP00000005756	ENSGALP00000009387	ENSGGOP00000027964	ENSP00000271234	ENSMMUP00000060245	ENSMUSP00000124947	ENSRNOP00000052531	ENSXETP00000058651
ENSPTRP00000026434	ENSBTAP00000011567	ENSGALP00000056334	ENSGGOP00000013664	ENSP00000317404	ENSMMUP00000039807	ENSMUSP00000064897	ENSRNOP00000037933	ENSXETP00000010391
ENSPTRP00000026433	ENSBTAP00000011567	ENSGALP00000056334	ENSGGOP00000013664	ENSP00000317404	ENSMMUP00000039807	ENSMUSP00000064897	ENSRNOP00000037933	ENSXETP00000010391
ENSPTRP00000028215	ENSBTAP00000017038	ENSGALP00000016517	ENSGGOP00000002923	ENSP00000334003	ENSMMUP00000019979	ENSMUSP00000088725	ENSRNOP00000065417	ENSXETP00000048774
ENSPTRP00000014373	ENSBTAP00000003419	ENSGALP00000044376	ENSGGOP00000016238	ENSP00000456782	ENSMMUP00000027206	ENSMUSP00000034280	ENSRNOP00000023405	ENSXETP00000055050
ENSPTRP00000044722	ENSBTAP00000020333	ENSGALP00000007534	ENSGGOP00000020217	ENSP00000308622	ENSMMUP00000046320	ENSMUSP00000019859	ENSRNOP00000072075	ENSXETP00000053288
ENSPTRP00000041534			ENSGGOP00000023836					
ENSPTRP00000012396	ENSBTAP00000017261	ENSGALP00000055356	ENSGGOP00000002862	ENSP00000268097	ENSMMUP00000033450	ENSMUSP00000026262	ENSRNOP00000013747	
ENSPTRP00000007243	ENSBTAP00000006983	ENSGALP00000035639	ENSGGOP00000008272	ENSP00000335255	ENSMMUP00000027354			ENSXETP00000012044
ENSPTRP00000060373	ENSBTAP00000041196		ENSGGOP00000013666	ENSP00000316644	ENSMMUP00000005617	ENSMUSP00000058483	ENSRNOP00000036428	
ENSPTRP00000026436	ENSBTAP00000041196		ENSGGOP00000013666	ENSP00000316644	ENSMMUP00000005617	ENSMUSP00000058483	ENSRNOP00000036428	
ENSPTRP00000060691								
ENSPTRP00000059737	ENSBTAP00000004823	ENSGALP00000008136	ENSGGOP00000012404	ENSP00000379008	ENSMMUP00000053131	ENSMUSP00000054407	ENSRNOP00000029953	ENSXETP00000049050
ENSPTRP00000033850	ENSBTAP00000026934	ENSGALP00000020843	ENSGGOP00000017494	ENSP00000389414	ENSMMUP00000005644	ENSMUSP00000003017	ENSRNOP00000010796	ENSXETP00000031573
ENSPTRP00000051090			ENSGGOP00000019416	ENSP00000384071	ENSMMUP00000041502			
ENSPTRP00000011206	ENSBTAP00000053426	ENSGALP00000017167	ENSGGOP00000012973	ENSP00000451162	ENSMMUP00000007761	ENSMUSP00000115679		ENSXETP00000016135
ENSPTRP00000026437	ENSBTAP00000015662	ENSGALP00000044523	ENSGGOP00000005210	ENSP00000430031	ENSMMUP00000002286	ENSMUSP00000000828	ENSRNOP00000071434	ENSXETP00000010415
ENSPTRP00000031242	ENSBTAP00000020711	ENSGALP00000026281	ENSGGOP00000025135	ENSP00000349458	ENSMMUP00000007069	ENSMUSP00000048234	ENSRNOP00000068950	ENSXETP00000034865
ENSPTRP00000008973	ENSBTAP00000011881	ENSGALP00000018235	ENSGGOP00000012391	ENSP00000266712	ENSMMUP00000038938	ENSMUSP00000061470	ENSRNOP00000037617	ENSXETP00000025682
ENSPTRP00000014376	ENSBTAP00000027767	ENSGALP00000041157	ENSGGOP00000016246	ENSP00000457408	ENSMMUP00000015609	ENSMUSP00000034281	ENSRNOP00000023478	ENSXETP00000053886
ENSPTRP00000060746								
ENSPTRP00000059850								
ENSPTRP00000020863				ENSP00000352458				
ENSPTRP00000028217	ENSBTAP00000017042		ENSGGOP00000013648	ENSP00000281154		ENSMUSP00000088723	ENSRNOP00000055275	
ENSPTRP00000007244	ENSBTAP00000056186	ENSGALP00000035641	ENSGGOP00000004546	ENSP00000263468	ENSMMUP00000027355	ENSMUSP00000042904	ENSRNOP00000030837	ENSXETP00000058781
ENSPTRP00000015124	ENSBTAP00000004828	ENSGALP00000008144	ENSGGOP00000012414	ENSP00000373647	ENSMMUP00000044459	ENSMUSP00000090697	ENSRNOP00000027312	ENSXETP00000049058
ENSPTRP00000007245	ENSBTAP00000048034	ENSGALP00000027722	ENSGGOP00000000975	ENSP00000414390	ENSMMUP00000004526	ENSMUSP00000063450	ENSRNOP00000061520	ENSXETP00000047995
ENSPTRP00000021121		ENSGALP00000054873	ENSGGOP00000010069	ENSP00000386810				ENSXETP00000034934
ENSPTRP00000026439	ENSBTAP00000041190	ENSGALP00000045764	ENSGGOP00000008865	ENSP00000290913	ENSMMUP00000043902	ENSMUSP00000032172	ENSRNOP00000073575	ENSXETP00000019879
ENSPTRP00000015118	ENSBTAP00000019786	ENSGALP00000008105	ENSGGOP00000014980	ENSP00000268835	ENSMMUP00000043262	ENSMUSP00000004955	ENSRNOP00000003697	
ENSPTRP00000028218	ENSBTAP00000020838	ENSGALP00000016536	ENSGGOP00000018750	ENSP00000296464	ENSMMUP00000047917	ENSMUSP00000145468	ENSRNOP00000015474	
ENSPTRP00000014379	ENSBTAP00000027768		ENSGGOP00000016260	ENSP00000443411	ENSMMUP00000015612	ENSMUSP00000038825	ENSRNOP00000036092	ENSXETP00000037886
ENSPTRP00000018583	ENSBTAP00000007369	ENSGALP00000054055	ENSGGOP00000004671	ENSP00000246554	ENSMMUP00000022035	ENSMUSP00000075150	ENSRNOP00000048723	
ENSPTRP00000018584	ENSBTAP00000027372		ENSGGOP00000004675	ENSP00000478942	ENSMMUP00000008829	ENSMUSP00000006476	ENSRNOP00000036268	ENSXETP00000041812
ENSPTRP00000031245	ENSBTAP00000020074	ENSGALP00000048270	ENSGGOP00000006383	ENSP00000244426	ENSMMUP00000042010	ENSMUSP00000001402	ENSRNOP00000010961	ENSXETP00000034875
ENSPTRP00000007247	ENSBTAP00000055633	ENSGALP00000045081	ENSGGOP00000018062	ENSP00000478927	ENSMMUP00000004529	ENSMUSP00000069554	ENSRNOP00000008074	ENSXETP00000059977
ENSPTRP00000026442	ENSBTAP00000030566	ENSGALP00000035469	ENSGGOP00000021744	ENSP00000377061	ENSMMUP00000060049	ENSMUSP00000131840	ENSRNOP00000022951	ENSXETP00000040369
ENSPTRP00000014381	ENSBTAP00000013088	ENSGALP00000057795	ENSGGOP00000008860	ENSP00000253458	ENSMMUP00000027108	ENSMUSP00000034279	ENSRNOP00000023607	ENSXETP00000009697
ENSPTRP00000018588	ENSBTAP00000032217		ENSGGOP00000016383	ENSP00000376035	ENSMMUP00000003182	ENSMUSP00000103786	ENSRNOP00000059222	
ENSPTRP00000018591	ENSBTAP00000003584		ENSGGOP00000016403	ENSP00000398837	ENSMMUP00000003194	ENSMUSP00000103789	ENSRNOP00000071806	ENSXETP00000038145
ENSPTRP00000011214	ENSBTAP00000052860	ENSGALP00000017185	ENSGGOP00000008256	ENSP00000441235	ENSMMUP00000025913	ENSMUSP00000021346	ENSRNOP00000005671	ENSXETP00000022114
ENSPTRP00000044450	ENSBTAP00000020395	ENSGALP00000056929	ENSGGOP00000007472	ENSP00000361824	ENSMMUP00000057356	ENSMUSP00000109348	ENSRNOP00000072038	ENSXETP00000028143
ENSPTRP00000005089	ENSBTAP00000007904	ENSGALP00000042025	ENSGGOP00000006827	ENSP00000358983	ENSMMUP00000003998	ENSMUSP00000107512	ENSRNOP00000026235	ENSXETP00000063270
ENSPTRP00000007250	ENSBTAP00000034604	ENSGALP00000035646	ENSGGOP00000005705	ENSP00000263464		ENSMUSP00000013949	ENSRNOP00000007702	ENSXETP00000048002
ENSPTRP00000014382	ENSBTAP00000053781	ENSGALP00000055189	ENSGGOP00000008866	ENSP00000253462	ENSMMUP00000027110	ENSMUSP00000034278	ENSRNOP00000023709	ENSXETP00000009699
ENSPTRP00000001675	ENSBTAP00000055991		ENSGGOP00000001610	ENSP00000359264	ENSMMUP00000020954	ENSMUSP00000029766	ENSRNOP00000062880	ENSXETP00000018036
ENSPTRP00000052925	ENSBTAP00000034933	ENSGALP00000002039	ENSGGOP00000009410	ENSP00000305654	ENSMMUP00000001675	ENSMUSP00000014321	ENSRNOP00000065284	ENSXETP00000042332
ENSPTRP00000008974	ENSBTAP00000023349	ENSGALP00000018246	ENSGGOP00000023005	ENSP00000228280	ENSMMUP00000006006	ENSMUSP00000100920	ENSRNOP00000008471	ENSXETP00000025674
ENSPTRP00000031247	ENSBTAP00000010709	ENSGALP00000026273	ENSGGOP00000006386	ENSP00000259803	ENSMMUP00000029076	ENSMUSP00000024104	ENSRNOP00000010583	ENSXETP00000057127
ENSPTRP00000015115	ENSBTAP00000003367			ENSP00000379025	ENSMMUP00000035177	ENSMUSP00000135870	ENSRNOP00000069928	ENSXETP00000059947
ENSPTRP00000014383			ENSGGOP00000008870	ENSP00000284245	ENSMMUP00000014785	ENSMUSP00000119467	ENSRNOP00000023721	
ENSPTRP00000014385	ENSBTAP00000021393	ENSGALP00000057382	ENSGGOP00000016568	ENSP00000253457	ENSMMUP00000055774	ENSMUSP00000034277	ENSRNOP00000023855	ENSXETP00000053879
ENSPTRP00000059705			ENSGGOP00000021445					
ENSPTRP00000031248	ENSBTAP00000004358	ENSGALP00000026271	ENSGGOP00000023827	ENSP00000359956	ENSMMUP00000008465	ENSMUSP00000034904	ENSRNOP00000010409	ENSXETP00000034904
ENSPTRP00000041954	ENSBTAP00000041130	ENSGALP00000009726	ENSGGOP00000009770	ENSP00000347748	ENSMMUP00000001025	ENSMUSP00000063042	ENSRNOP00000022534	ENSXETP00000004401
ENSPTRP00000007251	ENSBTAP00000046955	ENSGALP00000035646	ENSGGOP00000008137	ENSP00000477613	ENSMMUP00000004533	ENSMUSP00000140049	ENSRNOP00000014560	ENSXETP00000048002
ENSPTRP00000060684				ENSP00000461386		ENSMUSP00000055542	ENSRNOP00000063404	ENSXETP00000020280
ENSPTRP00000020867	ENSBTAP00000042369		ENSGGOP00000011555	ENSP00000340083	ENSMMUP00000056432		ENSRNOP00000054990	ENSXETP00000015721
ENSPTRP00000059889	ENSBTAP00000004659	ENSGALP00000046914	ENSGGOP00000006834	ENSP00000020673	ENSMMUP00000004002	ENSMUSP00000039728	ENSRNOP00000026378	ENSXETP00000000019
ENSPTRP00000045188	ENSBTAP00000004659	ENSGALP00000046914	ENSGGOP00000006834	ENSP00000020673	ENSMMUP00000004002	ENSMUSP00000039728	ENSRNOP00000026378	ENSXETP00000000019
ENSPTRP00000015097	ENSBTAP00000056333		ENSGGOP00000025862	ENSP00000329932	ENSMMUP00000055016	ENSMUSP00000103904	ENSRNOP00000017042	ENSXETP00000017384
ENSPTRP00000014386	ENSBTAP00000049613	ENSGALP00000009217	ENSGGOP00000009806	ENSP00000457513	ENSMMUP00000049974	ENSMUSP00000138019	ENSRNOP00000024033	ENSXETP00000009703
ENSPTRP00000020870	ENSBTAP00000028141	ENSGALP00000025637	ENSGGOP00000024801	ENSP00000393453	ENSMMUP00000010559	ENSMUSP00000073911	ENSRNOP00000009184	ENSXETP00000063368
ENSPTRP00000033853	ENSBTAP00000022006		ENSGGOP00000020206	ENSP00000263549	ENSMMUP00000005646	ENSMUSP00000039704	ENSRNOP00000011481	ENSXETP00000019560
ENSPTRP00000058703					ENSMMUP00000033433			
ENSPTRP00000060610		ENSGALP00000013472			ENSMMUP00000057464	ENSMUSP00000068067	ENSRNOP00000042638	ENSXETP00000042751
ENSPTRP00000014387	ENSBTAP00000023694	ENSGALP00000009229	ENSGGOP00000023710	ENSP00000268638	ENSMMUP00000010639	ENSMUSP00000040245	ENSRNOP00000024069	ENSXETP00000007697
ENSPTRP00000028220	ENSBTAP00000048808	ENSGALP00000016553	ENSGGOP00000021751	ENSP00000270861	ENSMMUP00000004430	ENSMUSP00000026858	ENSRNOP00000016946	ENSXETP00000061249
ENSPTRP00000055304		ENSGALP00000035647	ENSGGOP00000008140	ENSP00000381204	ENSMMUP00000051049	ENSMUSP00000051966	ENSRNOP00000072501	
ENSPTRP00000020872	ENSBTAP00000054269	ENSGALP00000025639	ENSGGOP00000009298	ENSP00000295834	ENSMMUP00000042585	ENSMUSP00000064655	ENSRNOP00000008841	ENSXETP00000004132
ENSPTRP00000008976	ENSBTAP00000006022	ENSGALP00000037562	ENSGGOP00000025921	ENSP00000279488	ENSMMUP00000008188	ENSMUSP00000020118	ENSRNOP00000032969	ENSXETP00000047332
ENSPTRP00000001676	ENSBTAP00000010317	ENSGALP00000048275	ENSGGOP00000000566	ENSP00000411010	ENSMMUP00000039701	ENSMUSP00000045043	ENSRNOP00000037874	ENSXETP00000060362
ENSPTRP00000018592	ENSBTAP00000003585		ENSGGOP00000016410	ENSP00000246532	ENSMMUP00000003196	ENSMUSP00000042312	ENSRNOP00000028442	
ENSPTRP00000031249	ENSBTAP00000045984	ENSGALP00000026270	ENSGGOP00000006578	ENSP00000229416	ENSMMUP00000011388	ENSMUSP00000034905	ENSRNOP00000035540	ENSXETP00000034936
ENSPTRP00000015094	ENSBTAP00000022732	ENSGALP00000008079	ENSGGOP00000003046	ENSP00000318868	ENSMMUP00000035136	ENSMUSP00000018744	ENSRNOP00000007092	ENSXETP00000012667
ENSPTRP00000020874	ENSBTAP00000005725	ENSGALP00000025641	ENSGGOP00000016751	ENSP00000327323	ENSMMUP00000051927	ENSMUSP00000124423	ENSRNOP00000008698	ENSXETP00000004122
ENSPTRP00000007254	ENSBTAP00000006029	ENSGALP00000027717	ENSGGOP00000015520	ENSP00000260227	ENSMMUP00000004544	ENSMUSP00000018767	ENSRNOP00000014041	
ENSPTRP00000018597	ENSBTAP00000032214		ENSGGOP00000016415	ENSP00000472696	ENSMMUP00000029977	ENSMUSP00000128886	ENSRNOP00000030286	
ENSPTRP00000014390			ENSGGOP00000005378					
ENSPTRP00000008979	ENSBTAP00000000919	ENSGALP00000053704	ENSGGOP00000008382	ENSP00000323302		ENSMUSP00000020113	ENSRNOP00000032069	ENSXETP00000047331
ENSPTRP00000060582	ENSBTAP00000000009	ENSGALP00000048311	ENSGGOP00000026679	ENSP00000262426		ENSMUSP00000137662	ENSRNOP00000065868	ENSXETP00000001301
ENSPTRP00000014391	ENSBTAP00000000009	ENSGALP00000048311	ENSGGOP00000026679	ENSP00000262426		ENSMUSP00000137662	ENSRNOP00000065868	ENSXETP00000001301
ENSPTRP00000060486	ENSBTAP00000048652	ENSGALP00000045932	ENSGGOP00000026800			ENSMUSP00000101318	ENSRNOP00000041982	ENSXETP00000047920
ENSPTRP00000051381	ENSBTAP00000036364		ENSGGOP00000011982	ENSP00000340212	ENSMMUP00000059324	ENSMUSP00000053782	ENSRNOP00000037213	
ENSPTRP00000007255	ENSBTAP00000018936		ENSGGOP00000003256	ENSP00000260228	ENSMMUP00000014422	ENSMUSP00000034487	ENSRNOP00000032003	ENSXETP00000058357
ENSPTRP00000011216	ENSBTAP00000018145	ENSGALP00000017191	ENSGGOP00000003212	ENSP00000452454	ENSMMUP00000029131	ENSMUSP00000136943	ENSRNOP00000005873	
ENSPTRP00000026448	ENSBTAP00000019121	ENSGALP00000009709	ENSGGOP00000014507	ENSP00000265056	ENSMMUP00000000221	ENSMUSP00000061923	ENSRNOP00000022231	ENSXETP00000060521
ENSPTRP00000012400	ENSBTAP00000008822	ENSGALP00000052127	ENSGGOP00000020505	ENSP00000369217	ENSMMUP00000033447	ENSMUSP00000126531	ENSRNOP00000013581	ENSXETP00000058410
ENSPTRP00000051379	ENSBTAP00000008822	ENSGALP00000052127	ENSGGOP00000020505	ENSP00000369217	ENSMMUP00000033447	ENSMUSP00000126531	ENSRNOP00000013581	ENSXETP00000058410
ENSPTRP00000033854	ENSBTAP00000033407	ENSGALP00000056909	ENSGGOP00000003778	ENSP00000380692	ENSMMUP00000010640	ENSMUSP00000002305	ENSRNOP00000072042	ENSXETP00000032387
ENSPTRP00000005096	ENSBTAP00000003249	ENSGALP00000009102	ENSGGOP00000006838	ENSP00000224862		ENSMUSP00000026256	ENSRNOP00000026471	ENSXETP00000031072
ENSPTRP00000018600	ENSBTAP00000024745		ENSGGOP00000016419	ENSP00000468411	ENSMMUP00000050534	ENSMUSP00000044682	ENSRNOP00000028438	ENSXETP00000038127
ENSPTRP00000014392	ENSBTAP00000032495	ENSGALP00000055981	ENSGGOP00000014198	ENSP00000354152	ENSMMUP00000058052	ENSMUSP00000112116	ENSRNOP00000064613	ENSXETP00000007701
ENSPTRP00000060662								
ENSPTRP00000007256	ENSBTAP00000004210	ENSGALP00000027709	ENSGGOP00000008521	ENSP00000260229	ENSMMUP00000014423	ENSMUSP00000113231	ENSRNOP00000058603	ENSXETP00000060025
ENSPTRP00000020875	ENSBTAP00000042722		ENSGGOP00000011476	ENSP00000307142	ENSMMUP00000013807	ENSMUSP00000066786	ENSRNOP00000008473	
ENSPTRP00000018604	ENSBTAP00000042485		ENSGGOP00000016426	ENSP00000301159	ENSMMUP00000003204	ENSMUSP00000048557	ENSRNOP00000028413	ENSXETP00000038121
ENSPTRP00000001677	ENSBTAP00000026855		ENSGGOP00000016027	ENSP00000359258	ENSMMUP00000018211	ENSMUSP00000029769	ENSRNOP00000018343	ENSXETP00000018034
ENSPTRP00000005097	ENSBTAP00000003250	ENSGALP00000049209	ENSGGOP00000006846	ENSP00000358953	ENSMMUP00000053579	ENSMUSP00000129589	ENSRNOP00000026609	ENSXETP00000031067
ENSPTRP00000020876	ENSBTAP00000000210	ENSGALP00000025668	ENSGGOP00000011491	ENSP00000307235	ENSMMUP00000012122	ENSMUSP00000034093	ENSRNOP00000008451	ENSXETP00000004094
ENSPTRP00000007258	ENSBTAP00000055353	ENSGALP00000027716	ENSGGOP00000008528	ENSP00000236826	ENSMMUP00000005982	ENSMUSP00000018765	ENSRNOP00000013936	ENSXETP00000060025
ENSPTRP00000042439	ENSBTAP00000023982	ENSGALP00000009224	ENSGGOP00000008622	ENSP00000359245	ENSMMUP00000018214	ENSMUSP00000013995	ENSRNOP00000017878	ENSXETP00000018027
ENSPTRP00000018605	ENSBTAP00000024749		ENSGGOP00000016430	ENSP00000468057	ENSMMUP00000003208	ENSMUSP00000039172	ENSRNOP00000028401	ENSXETP00000038123
ENSPTRP00000033858	ENSBTAP00000033404	ENSGALP00000020927	ENSGGOP00000011215	ENSP00000321498	ENSMMUP00000054345	ENSMUSP00000087709	ENSRNOP00000011915	ENSXETP00000005751
ENSPTRP00000028221	ENSBTAP00000053313	ENSGALP00000016559	ENSGGOP00000006226	ENSP00000296468	ENSMMUP00000029960	ENSMUSP00000026859	ENSRNOP00000070612	ENSXETP00000062187
ENSPTRP00000011219	ENSBTAP00000053529	ENSGALP00000017195	ENSGGOP00000003700	ENSP00000450857	ENSMMUP00000029132	ENSMUSP00000053908	ENSRNOP00000005881	ENSXETP00000022118
ENSPTRP00000031250	ENSBTAP00000055884	ENSGALP00000026260	ENSGGOP00000016398	ENSP00000359942	ENSMMUP00000031332	ENSMUSP00000059643	ENSRNOP00000008243	ENSXETP00000003402
ENSPTRP00000005098			ENSGGOP00000000794					
ENSPTRP00000056743	ENSBTAP00000054404		ENSGGOP00000023219	ENSP00000380116	ENSMMUP00000048474	ENSMUSP00000103800	ENSRNOP00000032379	
ENSPTRP00000005099	ENSBTAP00000028052	ENSGALP00000013030	ENSGGOP00000010951	ENSP00000238936	ENSMMUP00000041651	ENSMUSP00000084189	ENSRNOP00000069037	ENSXETP00000033288
ENSPTRP00000031252	ENSBTAP00000023310	ENSGALP00000026254	ENSGGOP00000003265	ENSP00000359925	ENSMMUP00000053613	ENSMUSP00000139226	ENSRNOP00000007867	ENSXETP00000062633
ENSPTRP00000053374	ENSBTAP00000016540		ENSGGOP00000014201	ENSP00000326371	ENSMMUP00000025621	ENSMUSP00000055290	ENSRNOP00000065254	ENSXETP00000035768
ENSPTRP00000033860	ENSBTAP00000016258	ENSGALP00000020930	ENSGGOP00000000605	ENSP00000440167	ENSMMUP00000041657	ENSMUSP00000031986	ENSRNOP00000012280	ENSXETP00000005753
ENSPTRP00000014395	ENSBTAP00000045246		ENSGGOP00000009167	ENSP00000454386	ENSMMUP00000050707	ENSMUSP00000034265	ENSRNOP00000067089	
ENSPTRP00000018607	ENSBTAP00000012813		ENSGGOP00000016840	ENSP00000320038	ENSMMUP00000003214	ENSMUSP00000146602	ENSRNOP00000033946	ENSXETP00000038109
ENSPTRP00000005101	ENSBTAP00000028053	ENSGALP00000046194	ENSGGOP00000002528	ENSP00000358921	ENSMMUP00000015668	ENSMUSP00000039844	ENSRNOP00000026792	ENSXETP00000033291
ENSPTRP00000039253	ENSBTAP00000002878	ENSGALP00000009269	ENSGGOP00000009172	ENSP00000310841	ENSMMUP00000023175	ENSMUSP00000057573	ENSRNOP00000063581	ENSXETP00000037873
ENSPTRP00000015090	ENSBTAP00000022723	ENSGALP00000039859	ENSGGOP00000003041	ENSP00000385025		ENSMUSP00000055926	ENSRNOP00000006984	ENSXETP00000058734
ENSPTRP00000033861	ENSBTAP00000053990	ENSGALP00000020932	ENSGGOP00000023840	ENSP00000255977	ENSMMUP00000013664	ENSMUSP00000031985	ENSRNOP00000013124	ENSXETP00000005731
ENSPTRP00000046426	ENSBTAP00000022721	ENSGALP00000058400	ENSGGOP00000003037	ENSP00000442336	ENSMMUP00000017797	ENSMUSP00000002891	ENSRNOP00000061212	ENSXETP00000012696
ENSPTRP00000011221	ENSBTAP00000010628	ENSGALP00000017201	ENSGGOP00000011820	ENSP00000337053	ENSMMUP00000013095	ENSMUSP00000021347	ENSRNOP00000043232	
ENSPTRP00000007259	ENSBTAP00000013124	ENSGALP00000049618	ENSGGOP00000019412	ENSP00000279441	ENSMMUP00000028662	ENSMUSP00000034488	ENSRNOP00000013118	ENSXETP00000060025
ENSPTRP00000043371	ENSBTAP00000012570	ENSGALP00000057692	ENSGGOP00000021846	ENSP00000392043	ENSMMUP00000030782	ENSMUSP00000020107	ENSRNOP00000040092	ENSXETP00000000937
ENSPTRP00000041163	ENSBTAP00000015044	ENSGALP00000007779	ENSGGOP00000028204	ENSP00000408132	ENSMMUP00000011734	ENSMUSP00000097768	ENSRNOP00000074890	ENSXETP00000028272
ENSPTRP00000020877	ENSBTAP00000003719	ENSGALP00000055567	ENSGGOP00000027158	ENSP00000283646	ENSMMUP00000012123	ENSMUSP00000064158	ENSRNOP00000007927	ENSXETP00000012562
ENSPTRP00000028222	ENSBTAP00000014052	ENSGALP00000016565	ENSGGOP00000018972	ENSP00000381937	ENSMMUP00000057273	ENSMUSP00000103712	ENSRNOP00000059389	ENSXETP00000063294
ENSPTRP00000014400		ENSGALP00000045025			ENSMMUP00000031001			ENSXETP00000037869
ENSPTRP00000018613	ENSBTAP00000042469	ENSGALP00000049921		ENSP00000301175	ENSMMUP00000025965	ENSMUSP00000062214	ENSRNOP00000073423	ENSXETP00000006434
ENSPTRP00000018615	ENSBTAP00000010289		ENSGGOP00000028097	ENSP00000368190	ENSMMUP00000036512	ENSMUSP00000006825	ENSRNOP00000049922	ENSXETP00000038058
ENSPTRP00000007262	ENSBTAP00000046488	ENSGALP00000027716	ENSGGOP00000008675	ENSP00000322788	ENSMMUP00000002724	ENSMUSP00000034492	ENSRNOP00000011884	ENSXETP00000060025
ENSPTRP00000031254	ENSBTAP00000019407	ENSGALP00000057980	ENSGGOP00000018925	ENSP00000426290	ENSMMUP00000058581	ENSMUSP00000034910	ENSRNOP00000068377	
ENSPTRP00000014401	ENSBTAP00000018957	ENSGALP00000056087	ENSGGOP00000024981	ENSP00000268616	ENSMMUP00000023183	ENSMUSP00000040360	ENSRNOP00000064290	ENSXETP00000037868
ENSPTRP00000051087	ENSBTAP00000041120	ENSGALP00000045661	ENSGGOP00000000173	ENSP00000345359	ENSMMUP00000000225	ENSMUSP00000058985	ENSRNOP00000021826	
ENSPTRP00000040974	ENSBTAP00000016102	ENSGALP00000016578	ENSGGOP00000015519	ENSP00000321997	ENSMMUP00000028120	ENSMUSP00000037127	ENSRNOP00000040850	ENSXETP00000048733
ENSPTRP00000056410	ENSBTAP00000024279	ENSGALP00000009637	ENSGGOP00000000174	ENSP00000232744	ENSMMUP00000000229	ENSMUSP00000032169	ENSRNOP00000021445	ENSXETP00000004410
ENSPTRP00000055799	ENSBTAP00000024289	ENSGALP00000053247	ENSGGOP00000000175	ENSP00000265052	ENSMMUP00000047077	ENSMUSP00000127374	ENSRNOP00000070667	ENSXETP00000004414
ENSPTRP00000033864	ENSBTAP00000033540	ENSGALP00000020939	ENSGGOP00000011127	ENSP00000275884	ENSMMUP00000048926	ENSMUSP00000045367	ENSRNOP00000034734	ENSXETP00000046388
ENSPTRP00000053372	ENSBTAP00000009056	ENSGALP00000046196	ENSGGOP00000003420	ENSP00000284262		ENSMUSP00000026357	ENSRNOP00000025392	ENSXETP00000037862
ENSPTRP00000015087	ENSBTAP00000022714	ENSGALP00000008000	ENSGGOP00000003030	ENSP00000379057	ENSMMUP00000043489	ENSMUSP00000018743	ENSRNOP00000023838	ENSXETP00000012698
ENSPTRP00000049961	ENSBTAP00000016790	ENSGALP00000026245	ENSGGOP00000002331	ENSP00000259782	ENSMMUP00000016796	ENSMUSP00000034911	ENSRNOP00000075369	
ENSPTRP00000005102	ENSBTAP00000028056	ENSGALP00000013127	ENSGGOP00000010965	ENSP00000358918	ENSMMUP00000059191	ENSMUSP00000107498	ENSRNOP00000026987	ENSXETP00000033296
ENSPTRP00000018620	ENSBTAP00000010297		ENSGGOP00000021633	ENSP00000353331	ENSMMUP00000057242	ENSMUSP00000039395	ENSRNOP00000028306	ENSXETP00000002700
ENSPTRP00000011222	ENSBTAP00000028517	ENSGALP00000017210	ENSGGOP00000001854	ENSP00000332879	ENSMMUP00000027192	ENSMUSP00000062171	ENSRNOP00000004955	ENSXETP00000025587
ENSPTRP00000045469								
ENSPTRP00000011226	ENSBTAP00000001495	ENSGALP00000017218	ENSGGOP00000016155	ENSP00000261304	ENSMMUP00000051400	ENSMUSP00000021390	ENSRNOP00000005015	ENSXETP00000036227
ENSPTRP00000008984	ENSBTAP00000010504	ENSGALP00000051449	ENSGGOP00000012497	ENSP00000261172	ENSMMUP00000014817	ENSMUSP00000100922	ENSRNOP00000006450	ENSXETP00000054289
ENSPTRP00000056604								
ENSPTRP00000015086	ENSBTAP00000021517	ENSGALP00000039865	ENSGGOP00000003028	ENSP00000324573	ENSMMUP00000059667	ENSMUSP00000002889	ENSRNOP00000006753	ENSXETP00000059949
